date,production_units,emission_intensity_tco2e_per_unit,production_tco2e,data_quality_score,source_tag
2025-01-25,876,0.4492,393.474,0.9624807767952777,synthetic_production_v1
2025-01-26,900,0.4398,395.826,0.9539529252987413,synthetic_production_v1
2025-01-27,1040,0.4555,473.75,0.9359719120635906,synthetic_production_v1
2025-01-28,1088,0.4701,511.514,0.9134212822461144,synthetic_production_v1
2025-01-29,1019,0.4308,439.001,0.9364981139693759,synthetic_production_v1
2025-01-30,1038,0.4297,446.023,0.9156190922061841,synthetic_production_v1
2025-01-31,1037,0.4312,447.162,0.9521538827519095,synthetic_production_v1
2025-02-01,809,0.4608,372.783,0.9601694957637025,synthetic_production_v1
2025-02-02,895,0.4538,406.158,0.9769202157799551,synthetic_production_v1
2025-02-03,1033,0.4395,453.956,0.9492941910138215,synthetic_production_v1
2025-02-04,1063,0.4413,469.101,0.9631143839148796,synthetic_production_v1
2025-02-05,1092,0.4308,470.479,0.9325713815692463,synthetic_production_v1
2025-02-06,1090,0.4511,491.699,0.928043071549795,synthetic_production_v1
2025-02-07,1104,0.4356,480.948,0.95184179727042,synthetic_production_v1
2025-02-08,866,0.4369,378.32,0.9303381781820772,synthetic_production_v1
2025-02-09,849,0.4471,379.559,0.9467296447206914,synthetic_production_v1
2025-02-10,1057,0.4373,462.209,0.9134701952666144,synthetic_production_v1
2025-02-11,957,0.4365,417.731,0.9179593079380924,synthetic_production_v1
2025-02-12,972,0.4392,426.929,0.9558852325254572,synthetic_production_v1
2025-02-13,980,0.4484,439.456,0.9621672518851524,synthetic_production_v1
2025-02-14,1000,0.4584,458.418,0.9153585957758329,synthetic_production_v1
2025-02-15,891,0.4455,396.91,0.9567653577626605,synthetic_production_v1
2025-02-16,824,0.4479,369.036,0.926681608174118,synthetic_production_v1
2025-02-17,1037,0.4356,451.719,0.9404126294050077,synthetic_production_v1
2025-02-18,1141,0.4293,489.816,0.9754236103947661,synthetic_production_v1
2025-02-19,1038,0.4454,462.333,0.9601871808505736,synthetic_production_v1
2025-02-20,1105,0.4394,485.531,0.9598967997005547,synthetic_production_v1
2025-02-21,1001,0.42,420.469,0.9877197589614242,synthetic_production_v1
2025-02-22,858,0.433,371.482,0.922403016473755,synthetic_production_v1
2025-02-23,820,0.4357,357.262,0.9153531256251863,synthetic_production_v1
2025-02-24,1037,0.4303,446.257,0.9219469432442852,synthetic_production_v1
2025-02-25,1109,0.454,503.509,0.9336374736648345,synthetic_production_v1
2025-02-26,950,0.4418,419.689,0.8811362346427026,synthetic_production_v1
2025-02-27,1083,0.4523,489.817,0.9348142940825797,synthetic_production_v1
2025-02-28,1070,0.4387,469.453,0.9263857317026272,synthetic_production_v1
2025-03-01,835,0.4363,364.341,0.959593994184945,synthetic_production_v1
2025-03-02,791,0.4239,335.306,0.948810484475251,synthetic_production_v1
2025-03-03,1057,0.4351,459.862,0.9249825843057665,synthetic_production_v1
2025-03-04,1020,0.4349,443.554,0.9547490211340726,synthetic_production_v1
2025-03-05,1066,0.4181,445.668,0.9580815764955942,synthetic_production_v1
2025-03-06,1052,0.4278,450.031,0.9207863552552147,synthetic_production_v1
2025-03-07,1148,0.4302,493.824,0.9276743936154395,synthetic_production_v1
2025-03-08,848,0.4388,372.087,0.8843659203225503,synthetic_production_v1
2025-03-09,808,0.4391,354.822,0.9127335006407679,synthetic_production_v1
2025-03-10,1058,0.4264,451.136,0.9214382609894105,synthetic_production_v1
2025-03-11,1059,0.4388,464.675,0.9418541544151505,synthetic_production_v1
2025-03-12,1127,0.4308,485.461,0.9163654330160046,synthetic_production_v1
2025-03-13,1094,0.3983,435.723,0.9271637003237723,synthetic_production_v1
2025-03-14,1064,0.4267,453.991,0.909366732960435,synthetic_production_v1
2025-03-15,927,0.4452,412.726,0.9442778474632817,synthetic_production_v1
2025-03-16,793,0.4119,326.62,0.9506428648646227,synthetic_production_v1
2025-03-17,1000,0.4332,433.192,0.9500591337104956,synthetic_production_v1
2025-03-18,981,0.4506,442.081,0.9403090282976314,synthetic_production_v1
2025-03-19,1012,0.4223,427.34,0.901473175087465,synthetic_production_v1
2025-03-20,951,0.4312,410.077,0.9245011584026787,synthetic_production_v1
2025-03-21,1072,0.4153,445.214,0.9298173331920379,synthetic_production_v1
2025-03-22,835,0.4503,375.973,0.9299176171769843,synthetic_production_v1
2025-03-23,772,0.4295,331.589,0.9418745304497459,synthetic_production_v1
2025-03-24,968,0.4309,417.072,0.9756385343092754,synthetic_production_v1
2025-03-25,1047,0.4463,467.309,0.960302405317115,synthetic_production_v1
2025-03-26,1077,0.4378,471.508,0.9153120555037826,synthetic_production_v1
2025-03-27,1144,0.4191,479.488,0.9569600718824158,synthetic_production_v1
2025-03-28,1180,0.4217,497.55,0.9560075591916434,synthetic_production_v1
2025-03-29,858,0.4351,373.349,0.9198483131762109,synthetic_production_v1
2025-03-30,788,0.4215,332.135,0.961221648065886,synthetic_production_v1
2025-03-31,891,0.4034,359.388,0.9359905841013684,synthetic_production_v1
2025-04-01,1033,0.4279,442.022,0.9047511627496388,synthetic_production_v1
2025-04-02,967,0.4106,397.009,0.9513800681159285,synthetic_production_v1
2025-04-03,989,0.4475,442.573,0.9454240455903631,synthetic_production_v1
2025-04-04,976,0.43,419.681,0.9343080592703542,synthetic_production_v1
2025-04-05,821,0.4168,342.191,0.9390636728754175,synthetic_production_v1
2025-04-06,878,0.4191,367.932,0.9220228630277884,synthetic_production_v1
2025-04-07,1016,0.4045,411.02,0.9552532625949277,synthetic_production_v1
2025-04-08,996,0.4138,412.151,0.9389137341372767,synthetic_production_v1
2025-04-09,942,0.439,413.515,0.9441612210987056,synthetic_production_v1
2025-04-10,903,0.4533,409.367,0.9489285481107218,synthetic_production_v1
2025-04-11,971,0.4351,422.44,0.9111353596393418,synthetic_production_v1
2025-04-12,815,0.425,346.388,0.9176429244529486,synthetic_production_v1
2025-04-13,901,0.4207,379.066,0.8847513885095947,synthetic_production_v1
2025-04-14,1001,0.4142,414.616,0.9541185564622601,synthetic_production_v1
2025-04-15,1049,0.4502,472.236,0.9096947494063308,synthetic_production_v1
2025-04-16,961,0.423,406.479,0.9433142427473913,synthetic_production_v1
2025-04-17,920,0.4504,414.375,0.9492747056234888,synthetic_production_v1
2025-04-18,930,0.4415,410.616,0.955058820972313,synthetic_production_v1
2025-04-19,773,0.4037,312.053,0.9098995771540984,synthetic_production_v1
2025-04-20,906,0.4164,377.23,0.9383709595464826,synthetic_production_v1
2025-04-21,933,0.4161,388.232,0.9817570105196937,synthetic_production_v1
2025-04-22,1026,0.423,433.959,0.9828578669996079,synthetic_production_v1
2025-04-23,925,0.423,391.253,0.9646830773506737,synthetic_production_v1
2025-04-24,1027,0.4594,471.84,0.9484373284704709,synthetic_production_v1
2025-04-25,994,0.4103,407.871,0.9148723402788655,synthetic_production_v1
2025-04-26,788,0.4258,335.521,0.9579655406347762,synthetic_production_v1
2025-04-27,792,0.4302,340.733,0.9360494692813289,synthetic_production_v1
2025-04-28,929,0.4226,392.578,0.954013206881821,synthetic_production_v1
2025-04-29,989,0.4237,419.041,0.9241789136286971,synthetic_production_v1
2025-04-30,936,0.4096,383.406,0.9356766721790017,synthetic_production_v1
2025-05-01,891,0.4232,377.087,0.9441036840019106,synthetic_production_v1
2025-05-02,886,0.4279,379.081,0.9461569522873464,synthetic_production_v1
2025-05-03,792,0.4254,336.942,0.9523430678615061,synthetic_production_v1
2025-05-04,854,0.4281,365.617,0.9255201253868774,synthetic_production_v1
2025-05-05,960,0.438,420.491,0.9064178886972449,synthetic_production_v1
2025-05-06,943,0.4321,407.455,0.9806196259974949,synthetic_production_v1
2025-05-07,963,0.4215,405.881,0.99,synthetic_production_v1
2025-05-08,1017,0.4063,413.247,0.9511855177800594,synthetic_production_v1
2025-05-09,955,0.413,394.396,0.9069001976317472,synthetic_production_v1
2025-05-10,760,0.4173,317.167,0.9206701220789281,synthetic_production_v1
2025-05-11,820,0.4228,346.67,0.9527279392262742,synthetic_production_v1
2025-05-12,960,0.4138,397.229,0.9735278902920321,synthetic_production_v1
2025-05-13,1019,0.4081,415.825,0.9096777341364536,synthetic_production_v1
2025-05-14,943,0.4048,381.747,0.9368916794787774,synthetic_production_v1
2025-05-15,864,0.399,344.776,0.9448983016110992,synthetic_production_v1
2025-05-16,854,0.4158,355.111,0.9616144612821468,synthetic_production_v1
2025-05-17,833,0.4008,333.853,0.9314099726399905,synthetic_production_v1
2025-05-18,834,0.4062,338.766,0.9009046327169519,synthetic_production_v1
2025-05-19,912,0.4133,376.887,0.9555299389863225,synthetic_production_v1
2025-05-20,899,0.4017,361.154,0.9681198991292809,synthetic_production_v1
2025-05-21,997,0.4221,420.831,0.9379352134563709,synthetic_production_v1
2025-05-22,857,0.4262,365.256,0.9501310022826607,synthetic_production_v1
2025-05-23,866,0.4105,355.499,0.9281377192643232,synthetic_production_v1
2025-05-24,776,0.4116,319.429,0.9188556801318526,synthetic_production_v1
2025-05-25,760,0.4231,321.563,0.9656606420136804,synthetic_production_v1
2025-05-26,908,0.4079,370.348,0.9496873961953615,synthetic_production_v1
2025-05-27,897,0.4068,364.924,0.9522592149850471,synthetic_production_v1
2025-05-28,922,0.4304,396.79,0.9775528786998653,synthetic_production_v1
2025-05-29,976,0.4264,416.157,0.9136289416420356,synthetic_production_v1
2025-05-30,905,0.4228,382.615,0.9261993432960144,synthetic_production_v1
2025-05-31,764,0.4264,325.806,0.9439483337208673,synthetic_production_v1
2025-06-01,760,0.3914,297.458,0.9258921690559689,synthetic_production_v1
2025-06-02,891,0.4311,384.151,0.9595784133818112,synthetic_production_v1
2025-06-03,848,0.4194,355.638,0.9353150194774004,synthetic_production_v1
2025-06-04,827,0.4266,352.789,0.9151866798125702,synthetic_production_v1
2025-06-05,842,0.4189,352.702,0.9416442918796915,synthetic_production_v1
2025-06-06,869,0.4146,360.294,0.9442584692701697,synthetic_production_v1
2025-06-07,764,0.4105,313.619,0.9633670515724082,synthetic_production_v1
2025-06-08,760,0.418,317.669,0.9498285225786856,synthetic_production_v1
2025-06-09,882,0.4096,361.284,0.9515286597839958,synthetic_production_v1
2025-06-10,854,0.4236,361.716,0.9480072921001805,synthetic_production_v1
2025-06-11,860,0.3939,338.739,0.9352944369677016,synthetic_production_v1
2025-06-12,926,0.4062,376.142,0.9220945221222183,synthetic_production_v1
2025-06-13,901,0.437,393.753,0.9472209587914844,synthetic_production_v1
2025-06-14,771,0.4047,312.06,0.931671880852909,synthetic_production_v1
2025-06-15,760,0.4092,310.974,0.9822455655110254,synthetic_production_v1
2025-06-16,833,0.4012,334.224,0.9735545573693304,synthetic_production_v1
2025-06-17,855,0.4156,355.364,0.9558209783087902,synthetic_production_v1
2025-06-18,877,0.4025,353.032,0.9494616734823246,synthetic_production_v1
2025-06-19,872,0.4089,356.589,0.9378010237254705,synthetic_production_v1
2025-06-20,807,0.4211,339.849,0.9084719067163216,synthetic_production_v1
2025-06-21,760,0.4023,305.774,0.9345956944169508,synthetic_production_v1
2025-06-22,760,0.42,319.172,0.9425350008351313,synthetic_production_v1
2025-06-23,983,0.4201,413.004,0.9457364118611165,synthetic_production_v1
2025-06-24,949,0.4227,401.161,0.9517384091753956,synthetic_production_v1
2025-06-25,811,0.4115,333.748,0.963033254946942,synthetic_production_v1
2025-06-26,838,0.4485,375.856,0.9226961482076783,synthetic_production_v1
2025-06-27,778,0.4221,328.358,0.9229231098197747,synthetic_production_v1
2025-06-28,760,0.4131,313.94,0.9762714169935789,synthetic_production_v1
2025-06-29,760,0.3984,302.821,0.9592745397298287,synthetic_production_v1
2025-06-30,906,0.4076,369.263,0.9302307264466669,synthetic_production_v1
2025-07-01,809,0.4256,344.339,0.9373197207761941,synthetic_production_v1
2025-07-02,812,0.4288,348.197,0.9374321513331275,synthetic_production_v1
2025-07-03,760,0.4258,323.623,0.9407893530570345,synthetic_production_v1
2025-07-04,833,0.4173,347.596,0.9518170773059653,synthetic_production_v1
2025-07-05,760,0.3926,298.355,0.99,synthetic_production_v1
2025-07-06,760,0.4133,314.082,0.9447439140290662,synthetic_production_v1
2025-07-07,795,0.3923,311.881,0.9565649537606312,synthetic_production_v1
2025-07-08,832,0.3891,323.756,0.8978380823452464,synthetic_production_v1
2025-07-09,760,0.4096,311.319,0.9278775001805291,synthetic_production_v1
2025-07-10,763,0.4128,314.98,0.9707203750679151,synthetic_production_v1
2025-07-11,937,0.4172,390.879,0.9500578847839154,synthetic_production_v1
2025-07-12,760,0.4121,313.17,0.86,synthetic_production_v1
2025-07-13,760,0.4123,313.317,0.9568505800579049,synthetic_production_v1
2025-07-14,920,0.3938,362.337,0.9879541098657192,synthetic_production_v1
2025-07-15,971,0.4042,392.459,0.8901023103470052,synthetic_production_v1
2025-07-16,772,0.3871,298.868,0.9779846918911378,synthetic_production_v1
2025-07-17,810,0.381,308.577,0.8707011092343517,synthetic_production_v1
2025-07-18,844,0.4137,349.136,0.9634499736263353,synthetic_production_v1
2025-07-19,760,0.3955,300.597,0.9397837843496939,synthetic_production_v1
2025-07-20,760,0.4148,315.256,0.8812507196188846,synthetic_production_v1
2025-07-21,813,0.4174,339.363,0.9511534456809946,synthetic_production_v1
2025-07-22,862,0.3965,341.756,0.9687709937288014,synthetic_production_v1
2025-07-23,844,0.4108,346.685,0.9490971750955393,synthetic_production_v1
2025-07-24,805,0.3955,318.399,0.9546206909264903,synthetic_production_v1
2025-07-25,816,0.3811,310.969,0.9297080971915234,synthetic_production_v1
2025-07-26,760,0.4045,307.42,0.8934652561194744,synthetic_production_v1
2025-07-27,760,0.3971,301.834,0.9572966005584266,synthetic_production_v1
2025-07-28,808,0.3973,321.018,0.9837438479861573,synthetic_production_v1
2025-07-29,831,0.4261,354.059,0.9682395213556865,synthetic_production_v1
2025-07-30,793,0.3838,304.377,0.8903031042599663,synthetic_production_v1
2025-07-31,842,0.4065,342.285,0.9021276398197267,synthetic_production_v1
2025-08-01,868,0.3898,338.314,0.9188508064550664,synthetic_production_v1
2025-08-02,760,0.4124,313.408,0.9001756137179964,synthetic_production_v1
2025-08-03,760,0.4048,307.679,0.9411047479889009,synthetic_production_v1
2025-08-04,821,0.4056,332.991,0.949835395129513,synthetic_production_v1
2025-08-05,818,0.3895,318.596,0.9042436679189407,synthetic_production_v1
2025-08-06,784,0.3914,306.868,0.9594282114818882,synthetic_production_v1
2025-08-07,833,0.4115,342.785,0.9550275986005003,synthetic_production_v1
2025-08-08,813,0.4214,342.606,0.9262960218789074,synthetic_production_v1
2025-08-09,760,0.4057,308.335,0.9356869503504004,synthetic_production_v1
2025-08-10,760,0.389,295.603,0.8912549706086742,synthetic_production_v1
2025-08-11,836,0.4036,337.382,0.9316934460928231,synthetic_production_v1
2025-08-12,781,0.4284,334.588,0.9401846243532581,synthetic_production_v1
2025-08-13,765,0.4003,306.221,0.9442186898807047,synthetic_production_v1
2025-08-14,875,0.4164,364.334,0.9494719228005043,synthetic_production_v1
2025-08-15,831,0.3897,323.871,0.9461060435807642,synthetic_production_v1
2025-08-16,760,0.3979,302.4,0.9333914075683581,synthetic_production_v1
2025-08-17,760,0.4056,308.267,0.9471548735638579,synthetic_production_v1
2025-08-18,863,0.4027,347.554,0.9650507998327561,synthetic_production_v1
2025-08-19,841,0.3885,326.765,0.9376125481672588,synthetic_production_v1
2025-08-20,766,0.3878,297.059,0.9479398722707919,synthetic_production_v1
2025-08-21,797,0.4092,326.1,0.935345723433397,synthetic_production_v1
2025-08-22,833,0.4114,342.678,0.9238310270880107,synthetic_production_v1
2025-08-23,760,0.415,315.404,0.9530719916729401,synthetic_production_v1
2025-08-24,760,0.4183,317.898,0.9261193513957449,synthetic_production_v1
2025-08-25,817,0.398,325.195,0.9496536725248047,synthetic_production_v1
2025-08-26,810,0.3925,317.897,0.9407063842877511,synthetic_production_v1
2025-08-27,830,0.4122,342.119,0.9324016330869964,synthetic_production_v1
2025-08-28,895,0.4043,361.864,0.9317964291963334,synthetic_production_v1
2025-08-29,760,0.3838,291.65,0.9272969751896077,synthetic_production_v1
2025-08-30,760,0.3829,291.016,0.8988549706977746,synthetic_production_v1
2025-08-31,760,0.401,304.762,0.9495723773790422,synthetic_production_v1
2025-09-01,841,0.3928,330.305,0.9457886706319579,synthetic_production_v1
2025-09-02,809,0.3943,319.023,0.9612417563112123,synthetic_production_v1
2025-09-03,760,0.4073,309.556,0.9267135774423301,synthetic_production_v1
2025-09-04,845,0.4033,340.813,0.9873845906369166,synthetic_production_v1
2025-09-05,914,0.41,374.702,0.9305066013037591,synthetic_production_v1
2025-09-06,760,0.3706,281.657,0.9181222589451326,synthetic_production_v1
2025-09-07,760,0.3966,301.417,0.9151578770039334,synthetic_production_v1
2025-09-08,817,0.4017,328.17,0.8966519399192584,synthetic_production_v1
2025-09-09,831,0.3748,311.46,0.9783156973098281,synthetic_production_v1
2025-09-10,784,0.385,301.872,0.9742766847692165,synthetic_production_v1
2025-09-11,820,0.3826,313.727,0.9550186290721189,synthetic_production_v1
2025-09-12,901,0.3927,353.841,0.9175977798056054,synthetic_production_v1
2025-09-13,760,0.4118,312.948,0.985281692038978,synthetic_production_v1
2025-09-14,760,0.4163,316.381,0.9312070209619585,synthetic_production_v1
2025-09-15,899,0.382,343.444,0.9332743542193337,synthetic_production_v1
2025-09-16,864,0.3979,343.784,0.9759314770109019,synthetic_production_v1
2025-09-17,929,0.3981,369.803,0.9564727646120218,synthetic_production_v1
2025-09-18,866,0.3958,342.755,0.99,synthetic_production_v1
2025-09-19,887,0.3957,350.993,0.9462180565079754,synthetic_production_v1
2025-09-20,760,0.3943,299.702,0.9300742300105318,synthetic_production_v1
2025-09-21,760,0.4107,312.155,0.9247048779135051,synthetic_production_v1
2025-09-22,815,0.4035,328.844,0.8938250955702343,synthetic_production_v1
2025-09-23,901,0.3773,339.964,0.9330351056798448,synthetic_production_v1
2025-09-24,794,0.3994,317.099,0.9686148334706844,synthetic_production_v1
2025-09-25,894,0.4003,357.876,0.9549708543164017,synthetic_production_v1
2025-09-26,846,0.3932,332.613,0.9405077001640101,synthetic_production_v1
2025-09-27,760,0.4027,306.08,0.9151266389045917,synthetic_production_v1
2025-09-28,760,0.3912,297.31,0.9456718254503184,synthetic_production_v1
2025-09-29,952,0.3911,372.352,0.9653203426298843,synthetic_production_v1
2025-09-30,899,0.39,350.569,0.9507679814117496,synthetic_production_v1
2025-10-01,785,0.3641,285.788,0.944168379240834,synthetic_production_v1
2025-10-02,862,0.3871,333.676,0.9200760586679698,synthetic_production_v1
2025-10-03,808,0.3798,306.895,0.9616795453528003,synthetic_production_v1
2025-10-04,760,0.3734,283.771,0.8617023795313954,synthetic_production_v1
2025-10-05,777,0.4046,314.381,0.9495711427216286,synthetic_production_v1
2025-10-06,905,0.3932,355.874,0.99,synthetic_production_v1
2025-10-07,839,0.3866,324.359,0.9022906653167038,synthetic_production_v1
2025-10-08,824,0.38,313.089,0.9339657636324658,synthetic_production_v1
2025-10-09,880,0.3901,343.265,0.9398022252468818,synthetic_production_v1
2025-10-10,817,0.3982,325.327,0.9284354296485855,synthetic_production_v1
2025-10-11,760,0.3762,285.879,0.9659093560639744,synthetic_production_v1
2025-10-12,760,0.3858,293.21,0.9518112753588824,synthetic_production_v1
2025-10-13,945,0.3961,374.274,0.943807509313683,synthetic_production_v1
2025-10-14,919,0.3622,332.851,0.959931814029232,synthetic_production_v1
2025-10-15,770,0.3845,296.072,0.9404187677267934,synthetic_production_v1
2025-10-16,907,0.3798,344.504,0.99,synthetic_production_v1
2025-10-17,897,0.3832,343.689,0.9437836733414184,synthetic_production_v1
2025-10-18,760,0.3785,287.676,0.9448820524622425,synthetic_production_v1
2025-10-19,805,0.386,310.707,0.8972382987606681,synthetic_production_v1
2025-10-20,790,0.4072,321.675,0.9264137418174143,synthetic_production_v1
2025-10-21,870,0.38,330.594,0.9686844420449952,synthetic_production_v1
2025-10-22,934,0.3872,361.608,0.9066135787410031,synthetic_production_v1
2025-10-23,821,0.4074,334.456,0.8860610706424511,synthetic_production_v1
2025-10-24,985,0.3766,370.971,0.9408078867796893,synthetic_production_v1
2025-10-25,761,0.4048,308.035,0.9742686126868744,synthetic_production_v1
2025-10-26,784,0.3828,300.15,0.9410595307174031,synthetic_production_v1
2025-10-27,882,0.4039,356.278,0.9315968849343413,synthetic_production_v1
2025-10-28,958,0.3913,374.906,0.8935378015564754,synthetic_production_v1
2025-10-29,974,0.3858,375.774,0.9513063530675547,synthetic_production_v1
2025-10-30,932,0.3811,355.197,0.956531877722076,synthetic_production_v1
2025-10-31,934,0.3742,349.495,0.8954566875224724,synthetic_production_v1
2025-11-01,769,0.3824,294.042,0.9683633112174305,synthetic_production_v1
2025-11-02,760,0.392,297.926,0.9591423881473027,synthetic_production_v1
2025-11-03,919,0.3809,350.013,0.9683078985636836,synthetic_production_v1
2025-11-04,921,0.377,347.217,0.9545881272958335,synthetic_production_v1
2025-11-05,952,0.3776,359.447,0.956342067720283,synthetic_production_v1
2025-11-06,988,0.3923,387.562,0.9530180224675434,synthetic_production_v1
2025-11-07,878,0.3948,346.671,0.9617118080375299,synthetic_production_v1
2025-11-08,763,0.3719,283.771,0.894531055771902,synthetic_production_v1
